week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,category,cuisine,city_code,region_code,center_type,op_area,Predicted_Orders
147,74,2631,95.06,155.26,0,0,Beverages,Indian,702,35,TYPE_A,2.8,82
147,74,1248,95.09,154.26,0,0,Beverages,Indian,702,35,TYPE_A,2.8,75
147,74,1778,178.48,179.48,0,0,Beverages,Italian,702,35,TYPE_A,2.8,134
147,74,1062,178.48,180.48,0,0,Beverages,Italian,702,35,TYPE_A,2.8,277
147,74,2707,211.49,212.49,0,0,Beverages,Italian,702,35,TYPE_A,2.8,277
147,74,1207,356.02,355.02,0,0,Beverages,Continental,702,35,TYPE_A,2.8,115
147,74,1230,358.9,358.9,0,0,Beverages,Continental,702,35,TYPE_A,2.8,115
147,74,2322,369.63,368.63,0,0,Beverages,Continental,702,35,TYPE_A,2.8,86
147,74,2290,260.96,259.96,0,0,Rice Bowl,Indian,702,35,TYPE_A,2.8,270
147,74,1727,421.95,423.95,0,0,Rice Bowl,Indian,702,35,TYPE_A,2.8,127
147,74,1109,310.43,310.43,0,0,Rice Bowl,Indian,702,35,TYPE_A,2.8,183
147,74,2956,583.03,583.03,0,0,Fish,Continental,702,35,TYPE_A,2.8,55
147,74,2104,583.03,582.03,0,0,Fish,Continental,702,35,TYPE_A,2.8,55
147,74,2640,321.13,320.13,0,0,Starters,Thai,702,35,TYPE_A,2.8,100
147,74,1878,321.13,321.13,0,0,Starters,Thai,702,35,TYPE_A,2.8,99
147,74,2306,242.53,336.62,0,0,Pasta,Italian,702,35,TYPE_A,2.8,36
147,74,1216,369.63,418.13,0,0,Pasta,Italian,702,35,TYPE_A,2.8,29
147,74,2126,435.53,509.31,0,0,Pasta,Italian,702,35,TYPE_A,2.8,35
147,74,2826,325.92,327.92,0,0,Sandwich,Italian,702,35,TYPE_A,2.8,274
147,74,1754,281.33,289.09,1,0,Sandwich,Italian,702,35,TYPE_A,2.8,409
147,74,1971,279.36,292.03,1,1,Sandwich,Italian,702,35,TYPE_A,2.8,846
147,74,1558,511.19,513.19,0,0,Pizza,Continental,702,35,TYPE_A,2.8,120
147,74,2581,512.19,511.19,0,0,Pizza,Continental,702,35,TYPE_A,2.8,140
147,74,1962,513.19,513.19,0,0,Pizza,Continental,702,35,TYPE_A,2.8,159
147,74,1445,727.53,728.53,0,0,Seafood,Continental,702,35,TYPE_A,2.8,23
147,74,2444,728.53,727.53,0,0,Seafood,Continental,702,35,TYPE_A,2.8,23
147,74,2760,262.93,262.93,0,1,Other Snacks,Thai,702,35,TYPE_A,2.8,91
147,74,1525,321.13,321.13,0,0,Other Snacks,Thai,702,35,TYPE_A,2.8,99
147,74,2704,319.13,321.13,0,0,Other Snacks,Thai,702,35,TYPE_A,2.8,99
147,74,2492,447.23,447.23,0,0,Desert,Indian,702,35,TYPE_A,2.8,29
147,74,1543,387.03,483.09,0,0,Desert,Indian,702,35,TYPE_A,2.8,55
147,74,2304,387.03,484.09,0,0,Desert,Indian,702,35,TYPE_A,2.8,52
147,74,2664,283.24,283.24,0,0,Salad,Italian,702,35,TYPE_A,2.8,300
147,74,2569,285.24,285.24,0,0,Salad,Italian,702,35,TYPE_A,2.8,306
147,74,2490,280.36,279.36,0,0,Salad,Italian,702,35,TYPE_A,2.8,183
147,108,1885,157.17,144.56,0,1,Beverages,Thai,579,56,TYPE_B,4.4,1511
147,108,1993,156.17,143.56,0,1,Beverages,Thai,579,56,TYPE_B,4.4,1055
147,108,2539,157.14,150.38,0,1,Beverages,Thai,579,56,TYPE_B,4.4,640
147,108,2139,291.03,290.03,0,0,Beverages,Indian,579,56,TYPE_B,4.4,44
147,108,2631,98.03,161.99,0,0,Beverages,Indian,579,56,TYPE_B,4.4,108
147,108,1248,97.0,165.93,0,0,Beverages,Indian,579,56,TYPE_B,4.4,97
147,108,1778,192.06,192.06,0,0,Beverages,Italian,579,56,TYPE_B,4.4,411
147,108,1062,191.15,191.15,0,0,Beverages,Italian,579,56,TYPE_B,4.4,455
147,108,2707,239.59,240.59,0,0,Beverages,Italian,579,56,TYPE_B,4.4,827
147,108,1207,381.27,380.27,0,0,Beverages,Continental,579,56,TYPE_B,4.4,130
147,108,1230,389.0,389.0,0,0,Beverages,Continental,579,56,TYPE_B,4.4,90
147,108,2322,382.18,383.18,0,0,Beverages,Continental,579,56,TYPE_B,4.4,186
147,108,2290,303.64,303.64,0,0,Rice Bowl,Indian,579,56,TYPE_B,4.4,1053
147,108,1727,465.63,465.63,0,0,Rice Bowl,Indian,579,56,TYPE_B,4.4,410
147,108,1109,310.43,309.43,0,0,Rice Bowl,Indian,579,56,TYPE_B,4.4,917
147,108,1571,639.23,641.23,0,0,Fish,Continental,579,56,TYPE_B,4.4,99
147,108,2956,639.23,639.23,0,0,Fish,Continental,579,56,TYPE_B,4.4,99
147,108,2577,321.13,320.13,0,0,Starters,Thai,579,56,TYPE_B,4.4,159
147,108,2640,318.19,318.19,0,0,Starters,Thai,579,56,TYPE_B,4.4,194
147,108,1878,320.13,321.13,0,0,Starters,Thai,579,56,TYPE_B,4.4,159
147,108,2306,244.5,337.62,0,0,Pasta,Italian,579,56,TYPE_B,4.4,61
147,108,1216,416.13,418.13,0,0,Pasta,Italian,579,56,TYPE_B,4.4,44
147,108,2126,486.03,485.03,0,0,Pasta,Italian,579,56,TYPE_B,4.4,44
147,108,2826,378.33,379.33,0,0,Sandwich,Italian,579,56,TYPE_B,4.4,569
147,108,1754,243.5,327.86,1,0,Sandwich,Italian,579,56,TYPE_B,4.4,733
147,108,1971,244.5,345.35,1,1,Sandwich,Italian,579,56,TYPE_B,4.4,2194
147,108,1902,445.23,446.23,0,0,Biryani,Indian,579,56,TYPE_B,4.4,40
147,108,1247,446.23,445.23,0,0,Biryani,Indian,579,56,TYPE_B,4.4,45
147,108,1770,426.83,485.03,0,0,Biryani,Indian,579,56,TYPE_B,4.4,43
147,108,1198,178.48,211.46,0,0,Extras,Thai,579,56,TYPE_B,4.4,250
147,108,1311,153.29,189.18,0,0,Extras,Thai,579,56,TYPE_B,4.4,266
147,108,1803,195.03,194.03,0,0,Extras,Thai,579,56,TYPE_B,4.4,266
147,108,1438,195.0,196.0,0,0,Soup,Thai,579,56,TYPE_B,4.4,75
147,108,2494,196.0,196.0,0,0,Soup,Thai,579,56,TYPE_B,4.4,75
147,108,1847,196.0,195.0,0,0,Soup,Thai,579,56,TYPE_B,4.4,75
147,108,1558,564.6,563.6,0,0,Pizza,Continental,579,56,TYPE_B,4.4,120
147,108,2581,564.6,564.6,0,0,Pizza,Continental,579,56,TYPE_B,4.4,144
147,108,1962,563.6,562.6,0,0,Pizza,Continental,579,56,TYPE_B,4.4,271
147,108,1445,728.53,728.53,0,0,Seafood,Continental,579,56,TYPE_B,4.4,46
147,108,2444,728.53,728.53,0,0,Seafood,Continental,579,56,TYPE_B,4.4,38
147,108,2867,726.53,726.53,0,0,Seafood,Continental,579,56,TYPE_B,4.4,40
147,108,2760,242.53,243.53,0,0,Other Snacks,Thai,579,56,TYPE_B,4.4,159
147,108,1525,320.13,319.13,0,1,Other Snacks,Thai,579,56,TYPE_B,4.4,357
147,108,2704,321.13,320.13,0,1,Other Snacks,Thai,579,56,TYPE_B,4.4,324
147,108,1543,388.03,486.03,0,1,Desert,Indian,579,56,TYPE_B,4.4,106
147,108,2304,389.03,485.03,0,1,Desert,Indian,579,56,TYPE_B,4.4,104
147,108,2664,343.38,343.38,0,0,Salad,Italian,579,56,TYPE_B,4.4,295
147,108,2569,344.38,344.38,0,0,Salad,Italian,579,56,TYPE_B,4.4,281
147,108,2490,292.03,290.03,0,0,Salad,Italian,579,56,TYPE_B,4.4,254
147,99,1885,157.14,157.14,0,0,Beverages,Thai,596,71,TYPE_A,4.5,1106
147,99,1993,159.14,150.41,0,1,Beverages,Thai,596,71,TYPE_A,4.5,802
147,99,2539,158.11,151.38,0,1,Beverages,Thai,596,71,TYPE_A,4.5,560
147,99,2139,284.21,285.21,0,0,Beverages,Indian,596,71,TYPE_A,4.5,46
147,99,2631,95.06,161.02,0,0,Beverages,Indian,596,71,TYPE_A,4.5,105
147,99,1248,97.0,163.93,0,0,Beverages,Indian,596,71,TYPE_A,4.5,95
147,99,1778,195.03,194.03,0,0,Beverages,Italian,596,71,TYPE_A,4.5,436
147,99,1062,192.12,192.12,0,0,Beverages,Italian,596,71,TYPE_A,4.5,499
147,99,2707,242.56,240.56,0,0,Beverages,Italian,596,71,TYPE_A,4.5,922
147,99,1207,383.21,383.21,0,0,Beverages,Continental,596,71,TYPE_A,4.5,154
147,99,1230,388.06,387.06,0,0,Beverages,Continental,596,71,TYPE_A,4.5,97
147,99,2322,390.0,389.0,0,0,Beverages,Continental,596,71,TYPE_A,4.5,155
147,99,2290,302.64,304.64,0,0,Rice Bowl,Indian,596,71,TYPE_A,4.5,588
147,99,1727,466.63,464.63,0,0,Rice Bowl,Indian,596,71,TYPE_A,4.5,391
147,99,1109,309.43,311.43,0,0,Rice Bowl,Indian,596,71,TYPE_A,4.5,1032
147,99,1571,639.23,641.23,0,0,Fish,Continental,596,71,TYPE_A,4.5,77
147,99,2956,640.23,639.23,0,0,Fish,Continental,596,71,TYPE_A,4.5,77
147,99,2577,321.13,320.13,0,0,Starters,Thai,596,71,TYPE_A,4.5,126
147,99,2640,319.13,321.13,0,0,Starters,Thai,596,71,TYPE_A,4.5,157
147,99,1878,319.13,320.13,0,0,Starters,Thai,596,71,TYPE_A,4.5,126
147,99,2306,225.1,335.62,0,0,Pasta,Italian,596,71,TYPE_A,4.5,59
147,99,1216,434.56,436.56,0,0,Pasta,Italian,596,71,TYPE_A,4.5,41
147,99,2826,378.33,377.33,0,0,Sandwich,Italian,596,71,TYPE_A,4.5,554
147,99,1754,243.47,329.86,1,0,Sandwich,Italian,596,71,TYPE_A,4.5,704
147,99,1971,244.5,349.2,1,1,Sandwich,Italian,596,71,TYPE_A,4.5,3259
147,99,1902,447.23,446.23,0,0,Biryani,Indian,596,71,TYPE_A,4.5,26
147,99,1247,446.23,446.23,0,0,Biryani,Indian,596,71,TYPE_A,4.5,27
147,99,1770,425.83,484.03,0,0,Biryani,Indian,596,71,TYPE_A,4.5,30
147,99,1311,212.46,243.53,0,0,Extras,Thai,596,71,TYPE_A,4.5,103
147,99,1803,203.73,202.73,0,0,Extras,Thai,596,71,TYPE_A,4.5,175
147,99,1438,196.0,194.0,0,0,Soup,Thai,596,71,TYPE_A,4.5,75
147,99,2494,195.0,194.0,0,0,Soup,Thai,596,71,TYPE_A,4.5,75
147,99,1847,194.0,195.0,0,0,Soup,Thai,596,71,TYPE_A,4.5,75
147,99,1558,564.6,563.6,0,0,Pizza,Continental,596,71,TYPE_A,4.5,150
147,99,2581,562.6,563.6,0,0,Pizza,Continental,596,71,TYPE_A,4.5,144
147,99,1962,564.6,564.6,0,0,Pizza,Continental,596,71,TYPE_A,4.5,225
147,99,1445,727.53,726.53,0,0,Seafood,Continental,596,71,TYPE_A,4.5,39
147,99,2444,726.53,726.53,0,0,Seafood,Continental,596,71,TYPE_A,4.5,36
147,99,2760,241.53,242.53,0,0,Other Snacks,Thai,596,71,TYPE_A,4.5,126
147,99,1525,319.13,319.13,0,0,Other Snacks,Thai,596,71,TYPE_A,4.5,126
147,99,2704,319.13,320.13,0,1,Other Snacks,Thai,596,71,TYPE_A,4.5,150
147,99,2492,387.03,387.03,0,0,Desert,Indian,596,71,TYPE_A,4.5,41
147,99,1543,389.03,486.03,0,1,Desert,Indian,596,71,TYPE_A,4.5,107
147,99,2304,389.03,485.03,0,1,Desert,Indian,596,71,TYPE_A,4.5,104
147,99,2664,327.89,326.89,0,0,Salad,Italian,596,71,TYPE_A,4.5,341
147,99,2569,326.89,328.89,0,0,Salad,Italian,596,71,TYPE_A,4.5,286
147,99,2490,291.03,290.03,0,0,Salad,Italian,596,71,TYPE_A,4.5,281
147,66,1885,120.34,118.34,0,0,Beverages,Thai,648,34,TYPE_A,4.1,730
147,66,1993,117.37,117.37,0,0,Beverages,Thai,648,34,TYPE_A,4.1,711
147,66,2539,121.31,120.31,0,0,Beverages,Thai,648,34,TYPE_A,4.1,342
147,66,2139,282.33,280.33,0,0,Beverages,Indian,648,34,TYPE_A,4.1,45
147,66,2631,93.15,150.41,0,0,Beverages,Indian,648,34,TYPE_A,4.1,100
147,66,1248,96.03,154.26,0,0,Beverages,Indian,648,34,TYPE_A,4.1,85
147,66,1778,178.54,177.54,0,0,Beverages,Italian,648,34,TYPE_A,4.1,150
147,66,1062,172.66,173.66,0,0,Beverages,Italian,648,34,TYPE_A,4.1,279
147,66,2707,199.85,199.85,0,0,Beverages,Italian,648,34,TYPE_A,4.1,278
147,66,1207,356.96,357.96,0,0,Beverages,Continental,648,34,TYPE_A,4.1,115
147,66,1230,356.96,357.96,0,0,Beverages,Continental,648,34,TYPE_A,4.1,115
147,66,2322,367.69,366.69,0,0,Beverages,Continental,648,34,TYPE_A,4.1,93
147,66,2290,259.96,261.96,0,0,Rice Bowl,Indian,648,34,TYPE_A,4.1,257
147,66,1727,422.95,422.95,0,0,Rice Bowl,Indian,648,34,TYPE_A,4.1,231
147,66,1109,311.43,310.43,0,0,Rice Bowl,Indian,648,34,TYPE_A,4.1,588
147,66,1571,581.03,581.03,0,0,Fish,Continental,648,34,TYPE_A,4.1,58
147,66,2956,583.03,582.03,0,0,Fish,Continental,648,34,TYPE_A,4.1,58
147,66,2104,583.03,582.03,0,0,Fish,Continental,648,34,TYPE_A,4.1,58
147,66,2577,319.13,320.13,0,0,Starters,Thai,648,34,TYPE_A,4.1,126
147,66,2640,320.13,321.13,0,0,Starters,Thai,648,34,TYPE_A,4.1,157
147,66,1878,321.13,320.13,0,0,Starters,Thai,648,34,TYPE_A,4.1,126
147,66,2306,241.53,335.62,0,0,Pasta,Italian,648,34,TYPE_A,4.1,59
147,66,1216,417.13,417.13,0,0,Pasta,Italian,648,34,TYPE_A,4.1,41
147,66,2126,436.53,507.31,0,1,Pasta,Italian,648,34,TYPE_A,4.1,65
147,66,2826,327.92,325.92,0,0,Sandwich,Italian,648,34,TYPE_A,4.1,278
147,66,1754,279.36,292.03,1,0,Sandwich,Italian,648,34,TYPE_A,4.1,673
147,66,1971,281.36,289.06,1,1,Sandwich,Italian,648,34,TYPE_A,4.1,982
147,66,1247,445.23,446.23,0,0,Biryani,Indian,648,34,TYPE_A,4.1,29
147,66,1770,425.83,486.03,0,0,Biryani,Indian,648,34,TYPE_A,4.1,30
147,66,1558,513.19,511.19,0,0,Pizza,Continental,648,34,TYPE_A,4.1,121
147,66,2581,511.19,512.19,0,0,Pizza,Continental,648,34,TYPE_A,4.1,144
147,66,1962,511.19,512.19,0,0,Pizza,Continental,648,34,TYPE_A,4.1,213
147,66,1445,726.53,727.53,0,0,Seafood,Continental,648,34,TYPE_A,4.1,56
147,66,2444,728.53,728.53,0,0,Seafood,Continental,648,34,TYPE_A,4.1,52
147,66,2867,727.53,728.53,0,0,Seafood,Continental,648,34,TYPE_A,4.1,57
147,66,2760,261.93,261.93,0,0,Other Snacks,Thai,648,34,TYPE_A,4.1,126
147,66,1525,321.13,321.13,0,0,Other Snacks,Thai,648,34,TYPE_A,4.1,126
147,66,2704,321.13,319.13,0,0,Other Snacks,Thai,648,34,TYPE_A,4.1,126
147,66,2492,447.23,445.23,0,0,Desert,Indian,648,34,TYPE_A,4.1,41
147,66,1543,388.03,469.54,0,1,Desert,Indian,648,34,TYPE_A,4.1,105
147,66,2304,387.03,464.69,0,1,Desert,Indian,648,34,TYPE_A,4.1,102
147,66,2664,283.24,284.24,0,0,Salad,Italian,648,34,TYPE_A,4.1,306
147,66,2569,285.24,283.24,0,0,Salad,Italian,648,34,TYPE_A,4.1,306
147,66,2490,279.36,281.36,0,0,Salad,Italian,648,34,TYPE_A,4.1,182
147,94,1885,120.34,118.34,0,0,Beverages,Thai,632,34,TYPE_C,3.6,225
147,94,1993,118.34,119.34,0,0,Beverages,Thai,632,34,TYPE_C,3.6,225
147,94,2539,122.25,123.25,0,0,Beverages,Thai,632,34,TYPE_C,3.6,115
147,94,2139,260.93,260.93,0,0,Beverages,Indian,632,34,TYPE_C,3.6,38
147,94,2631,97.06,155.26,0,0,Beverages,Indian,632,34,TYPE_C,3.6,100
147,94,1248,92.15,150.35,0,0,Beverages,Indian,632,34,TYPE_C,3.6,85
147,94,1778,172.66,174.66,0,0,Beverages,Italian,632,34,TYPE_C,3.6,131
147,94,1062,172.66,173.66,0,0,Beverages,Italian,632,34,TYPE_C,3.6,279
147,94,2707,206.64,207.64,0,0,Beverages,Italian,632,34,TYPE_C,3.6,278
147,94,1207,368.63,369.63,0,0,Beverages,Continental,632,34,TYPE_C,3.6,111
147,94,1230,362.78,364.78,0,0,Beverages,Continental,632,34,TYPE_C,3.6,116
147,94,2322,355.02,357.02,0,0,Beverages,Continental,632,34,TYPE_C,3.6,128
147,94,2290,259.96,260.96,0,0,Rice Bowl,Indian,632,34,TYPE_C,3.6,295
147,94,1727,423.95,422.95,0,0,Rice Bowl,Indian,632,34,TYPE_C,3.6,219
147,94,1109,311.43,310.43,0,0,Rice Bowl,Indian,632,34,TYPE_C,3.6,243
147,94,1878,320.13,320.13,0,0,Starters,Thai,632,34,TYPE_C,3.6,45
147,94,2306,242.53,315.31,0,0,Pasta,Italian,632,34,TYPE_C,3.6,75
147,94,1216,417.13,417.13,0,0,Pasta,Italian,632,34,TYPE_C,3.6,41
147,94,2126,411.28,471.42,0,1,Pasta,Italian,632,34,TYPE_C,3.6,53
147,94,2826,327.92,326.92,0,0,Sandwich,Italian,632,34,TYPE_C,3.6,278
147,94,1754,281.33,286.18,1,1,Sandwich,Italian,632,34,TYPE_C,3.6,922
147,94,1971,280.33,291.06,1,1,Sandwich,Italian,632,34,TYPE_C,3.6,932
147,94,1247,446.23,447.23,0,0,Biryani,Indian,632,34,TYPE_C,3.6,18
147,94,1770,425.83,484.03,0,0,Biryani,Indian,632,34,TYPE_C,3.6,20
147,94,1558,513.19,513.19,0,0,Pizza,Continental,632,34,TYPE_C,3.6,120
147,94,2581,512.19,513.19,0,0,Pizza,Continental,632,34,TYPE_C,3.6,144
147,94,1962,512.19,511.19,0,0,Pizza,Continental,632,34,TYPE_C,3.6,207
147,94,2867,728.53,727.53,0,0,Seafood,Continental,632,34,TYPE_C,3.6,23
147,94,2760,261.93,260.93,0,0,Other Snacks,Thai,632,34,TYPE_C,3.6,45
147,94,1525,320.13,320.13,0,0,Other Snacks,Thai,632,34,TYPE_C,3.6,45
147,94,2704,319.13,319.13,0,0,Other Snacks,Thai,632,34,TYPE_C,3.6,45
147,94,2492,446.23,447.23,0,0,Desert,Indian,632,34,TYPE_C,3.6,41
147,94,1543,387.03,434.56,0,1,Desert,Indian,632,34,TYPE_C,3.6,79
147,94,2304,387.03,482.09,0,1,Desert,Indian,632,34,TYPE_C,3.6,82
147,94,2664,284.24,285.24,0,0,Salad,Italian,632,34,TYPE_C,3.6,306
147,94,2569,284.24,284.24,0,0,Salad,Italian,632,34,TYPE_C,3.6,306
147,94,2490,267.78,266.78,0,0,Salad,Italian,632,34,TYPE_C,3.6,212
147,91,1885,159.11,159.11,0,0,Beverages,Thai,590,56,TYPE_C,0.9,76
147,91,1993,159.11,159.11,0,0,Beverages,Thai,590,56,TYPE_C,0.9,94
147,91,2539,160.11,160.11,0,0,Beverages,Thai,590,56,TYPE_C,0.9,90
147,91,2631,98.0,163.93,0,0,Beverages,Indian,590,56,TYPE_C,0.9,86
147,91,1248,98.0,165.93,0,0,Beverages,Indian,590,56,TYPE_C,0.9,80
147,91,1778,194.03,195.03,0,0,Beverages,Italian,590,56,TYPE_C,0.9,107
147,91,1062,189.21,187.21,0,0,Beverages,Italian,590,56,TYPE_C,0.9,108
147,91,2707,243.53,241.53,0,0,Beverages,Italian,590,56,TYPE_C,0.9,90
147,91,1207,388.0,389.0,0,0,Beverages,Continental,590,56,TYPE_C,0.9,89
147,91,2322,389.0,388.0,0,0,Beverages,Continental,590,56,TYPE_C,0.9,124
147,91,2290,303.64,302.64,0,0,Rice Bowl,Indian,590,56,TYPE_C,0.9,207
147,91,1727,465.63,465.63,0,0,Rice Bowl,Indian,590,56,TYPE_C,0.9,121
147,91,1109,309.43,309.43,0,0,Rice Bowl,Indian,590,56,TYPE_C,0.9,127
147,91,2640,319.13,320.13,0,0,Starters,Thai,590,56,TYPE_C,0.9,31
147,91,1216,416.13,417.13,0,0,Pasta,Italian,590,56,TYPE_C,0.9,29
147,91,2826,378.33,379.33,0,0,Sandwich,Italian,590,56,TYPE_C,0.9,89
147,91,1754,248.38,329.86,1,0,Sandwich,Italian,590,56,TYPE_C,0.9,632
147,91,1971,251.23,344.35,1,0,Sandwich,Italian,590,56,TYPE_C,0.9,559
147,91,1311,171.75,340.53,0,0,Extras,Thai,590,56,TYPE_C,0.9,59
147,91,1558,562.6,562.6,0,0,Pizza,Continental,590,56,TYPE_C,0.9,119
147,91,2581,564.6,562.6,0,0,Pizza,Continental,590,56,TYPE_C,0.9,140
147,91,1962,564.6,562.6,0,0,Pizza,Continental,590,56,TYPE_C,0.9,172
147,91,2760,242.53,241.53,0,0,Other Snacks,Thai,590,56,TYPE_C,0.9,31
147,91,1525,319.13,320.13,0,0,Other Snacks,Thai,590,56,TYPE_C,0.9,30
147,91,2664,345.38,343.38,0,0,Salad,Italian,590,56,TYPE_C,0.9,244
147,91,2569,345.38,345.38,0,0,Salad,Italian,590,56,TYPE_C,0.9,115
147,91,2490,291.03,292.03,0,0,Salad,Italian,590,56,TYPE_C,0.9,219
147,20,1885,159.11,158.11,0,0,Beverages,Thai,522,56,TYPE_A,4.0,715
147,20,1993,158.11,160.11,0,0,Beverages,Thai,522,56,TYPE_A,4.0,419
147,20,2539,154.23,154.23,0,0,Beverages,Thai,522,56,TYPE_A,4.0,233
147,20,2139,224.13,291.03,0,0,Beverages,Indian,522,56,TYPE_A,4.0,36
147,20,2631,97.0,163.93,0,0,Beverages,Indian,522,56,TYPE_A,4.0,106
147,20,1248,99.0,163.93,0,0,Beverages,Indian,522,56,TYPE_A,4.0,95
147,20,1778,192.06,192.06,0,0,Beverages,Italian,522,56,TYPE_A,4.0,304
147,20,1062,190.12,190.12,0,0,Beverages,Italian,522,56,TYPE_A,4.0,304
147,20,2707,240.56,242.56,0,0,Beverages,Italian,522,56,TYPE_A,4.0,558
147,20,1207,388.0,389.0,0,0,Beverages,Continental,522,56,TYPE_A,4.0,88
147,20,1230,389.0,388.0,0,0,Beverages,Continental,522,56,TYPE_A,4.0,90
147,20,2322,388.0,390.0,0,0,Beverages,Continental,522,56,TYPE_A,4.0,125
147,20,2290,304.64,302.64,0,0,Rice Bowl,Indian,522,56,TYPE_A,4.0,394
147,20,1727,464.63,464.63,0,0,Rice Bowl,Indian,522,56,TYPE_A,4.0,218
147,20,1109,309.43,310.43,0,0,Rice Bowl,Indian,522,56,TYPE_A,4.0,476
147,20,1571,641.23,640.23,0,0,Fish,Continental,522,56,TYPE_A,4.0,55
147,20,2956,640.23,641.23,0,0,Fish,Continental,522,56,TYPE_A,4.0,55
147,20,2104,640.23,639.23,0,0,Fish,Continental,522,56,TYPE_A,4.0,55
147,20,2577,319.13,319.13,0,0,Starters,Thai,522,56,TYPE_A,4.0,126
147,20,2640,321.13,319.13,0,0,Starters,Thai,522,56,TYPE_A,4.0,157
147,20,1878,321.13,319.13,0,0,Starters,Thai,522,56,TYPE_A,4.0,126
147,20,2306,242.5,306.55,0,0,Pasta,Italian,522,56,TYPE_A,4.0,256
147,20,1216,418.13,418.13,0,0,Pasta,Italian,522,56,TYPE_A,4.0,41
147,20,2126,484.03,486.03,0,0,Pasta,Italian,522,56,TYPE_A,4.0,41
147,20,2826,379.33,379.33,0,0,Sandwich,Italian,522,56,TYPE_A,4.0,342
147,20,1754,243.5,327.86,1,0,Sandwich,Italian,522,56,TYPE_A,4.0,691
147,20,1971,246.41,344.35,1,0,Sandwich,Italian,522,56,TYPE_A,4.0,1181
147,20,1902,447.23,447.23,0,0,Biryani,Indian,522,56,TYPE_A,4.0,25
147,20,1198,224.13,222.13,0,0,Extras,Thai,522,56,TYPE_A,4.0,157
147,20,1311,194.03,195.03,0,0,Extras,Thai,522,56,TYPE_A,4.0,221
147,20,1803,181.45,227.01,0,0,Extras,Thai,522,56,TYPE_A,4.0,197
147,20,1438,196.0,196.0,0,0,Soup,Thai,522,56,TYPE_A,4.0,75
147,20,2494,194.0,195.0,0,0,Soup,Thai,522,56,TYPE_A,4.0,75
147,20,1847,194.0,195.0,0,0,Soup,Thai,522,56,TYPE_A,4.0,75
147,20,1558,563.6,563.6,0,0,Pizza,Continental,522,56,TYPE_A,4.0,118
147,20,2581,563.6,564.6,0,0,Pizza,Continental,522,56,TYPE_A,4.0,144
147,20,1962,564.6,563.6,0,0,Pizza,Continental,522,56,TYPE_A,4.0,232
147,20,1445,726.53,727.53,0,0,Seafood,Continental,522,56,TYPE_A,4.0,36
147,20,2444,727.53,726.53,0,0,Seafood,Continental,522,56,TYPE_A,4.0,35
147,20,2867,726.53,727.53,0,0,Seafood,Continental,522,56,TYPE_A,4.0,35
147,20,2760,227.01,228.01,0,0,Other Snacks,Thai,522,56,TYPE_A,4.0,126
147,20,1525,321.13,321.13,0,0,Other Snacks,Thai,522,56,TYPE_A,4.0,126
147,20,2704,319.13,320.13,0,0,Other Snacks,Thai,522,56,TYPE_A,4.0,126
147,20,2492,387.03,389.03,0,0,Desert,Indian,522,56,TYPE_A,4.0,41
147,20,1543,389.03,484.03,0,1,Desert,Indian,522,56,TYPE_A,4.0,106
147,20,2304,389.03,485.03,0,1,Desert,Indian,522,56,TYPE_A,4.0,105
147,20,2664,345.38,343.38,0,0,Salad,Italian,522,56,TYPE_A,4.0,253
147,20,2569,343.38,343.38,0,0,Salad,Italian,522,56,TYPE_A,4.0,254
147,20,2490,292.03,292.03,0,0,Salad,Italian,522,56,TYPE_A,4.0,250
147,34,1885,119.31,119.31,0,0,Beverages,Thai,615,34,TYPE_B,4.2,406
147,34,1993,118.34,120.34,0,0,Beverages,Thai,615,34,TYPE_B,4.2,330
147,34,2539,117.4,116.4,0,0,Beverages,Thai,615,34,TYPE_B,4.2,170
147,34,2139,274.51,276.51,0,0,Beverages,Indian,615,34,TYPE_B,4.2,42
147,34,2631,98.0,150.41,0,0,Beverages,Indian,615,34,TYPE_B,4.2,100
147,34,1248,115.43,142.59,0,0,Beverages,Indian,615,34,TYPE_B,4.2,67
147,34,1778,183.39,182.39,0,0,Beverages,Italian,615,34,TYPE_B,4.2,130
147,34,1062,178.54,176.54,0,0,Beverages,Italian,615,34,TYPE_B,4.2,278
147,34,2707,209.58,207.58,0,0,Beverages,Italian,615,34,TYPE_B,4.2,278
147,34,1207,369.63,367.63,0,0,Beverages,Continental,615,34,TYPE_B,4.2,104
147,34,1230,350.2,350.2,0,0,Beverages,Continental,615,34,TYPE_B,4.2,109
147,34,2322,368.63,367.63,0,0,Beverages,Continental,615,34,TYPE_B,4.2,85
147,34,2290,259.96,261.96,0,0,Rice Bowl,Indian,615,34,TYPE_B,4.2,250
147,34,1727,423.95,422.95,0,0,Rice Bowl,Indian,615,34,TYPE_B,4.2,227
147,34,1109,311.43,309.43,0,0,Rice Bowl,Indian,615,34,TYPE_B,4.2,336
147,34,1571,583.94,585.94,0,0,Fish,Continental,615,34,TYPE_B,4.2,100
147,34,2956,581.03,581.03,0,0,Fish,Continental,615,34,TYPE_B,4.2,100
147,34,2104,581.03,581.03,0,0,Fish,Continental,615,34,TYPE_B,4.2,100
147,34,2640,320.13,320.13,0,0,Starters,Thai,615,34,TYPE_B,4.2,194
147,34,1878,319.13,321.13,0,0,Starters,Thai,615,34,TYPE_B,4.2,159
